image_id,proposal_id,predicted_class,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,visual_validity,evidence_strength,recommended_action,inspection_status,mllm_prior_status,llm_final_status,llm_final_decision,llm_final_confidence,final_decision,final_decision_source,fallback_used,gt_correct,tp_fp_fn_label_for_eval,max_iou_same_class,matched_gt_id,degenerate_bbox,score_baseline_020,deterministic_gate_256,candidate_pool_selected,candidate_reasons,optional_tool_plan_status,optional_tool_plan_selected,optional_tools_used
122,1,horse,0.1949462890625,936.0,319.0,1307.0,554.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.276495,2,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,2,horse,0.19287109375,818.0,382.0,1127.0,557.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.4059,1,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,3,horse,0.1685791015625,1032.0,321.0,1306.0,532.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.453736,2,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,4,horse,0.1661376953125,933.0,322.0,1129.0,557.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.514512,1,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,5,horse,0.1495361328125,545.0,321.0,1192.0,535.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.170757,1,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,6,pottedplant,0.131591796875,131.0,498.0,198.0,590.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band,not_called,,
122,7,person,0.12445068359375,817.0,383.0,964.0,520.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
122,8,horse,0.12249755859375,815.0,382.0,976.0,520.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.591283,0,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,9,horse,0.11859130859375,1096.0,274.0,1307.0,530.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.405211,2,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,10,horse,0.1114501953125,547.0,303.0,966.0,521.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.241297,0,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
122,11,cow,0.10968017578125,818.0,382.0,1127.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
122,12,horse,0.10723876953125,552.0,303.0,837.0,528.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.035595,0,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
123,0,bottle,0.79736328125,639.0,31.0,640.0,176.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
123,1,bottle,0.57470703125,639.0,30.0,640.0,160.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
123,2,boat,0.175537109375,75.0,12.0,640.0,653.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
123,3,car,0.11376953125,75.0,12.0,640.0,653.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
123,4,bicycle,0.1131591796875,75.0,12.0,640.0,653.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
125,0,bottle,0.2139892578125,657.0,529.0,658.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
125,1,bottle,0.183837890625,657.0,528.0,658.0,622.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
125,2,motorbike,0.1781005859375,2.0,1.0,658.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
125,3,car,0.1453857421875,2.0,1.0,658.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
125,4,bicycle,0.1282958984375,2.0,1.0,658.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
126,0,person,0.87548828125,495.0,237.0,600.0,509.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.771975,1,False,keep,keep,True,top_score_sanity_check,not_called,,
126,1,person,0.7392578125,201.0,330.0,281.0,511.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.460475,0,False,keep,keep,True,top_score_sanity_check,not_called,,
126,2,person,0.442626953125,684.0,287.0,770.0,510.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,True,tp,0.75704,2,False,keep,keep,False,,not_called,,
126,3,sofa,0.43017578125,3.0,355.0,283.0,500.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.585566,3,False,keep,keep,True,border_touching,not_called,,
126,4,tvmonitor,0.345458984375,735.0,390.0,801.0,486.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
126,5,pottedplant,0.34033203125,560.0,200.0,604.0,246.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.0,-1,False,keep,keep,False,,not_called,,
126,6,sofa,0.29736328125,488.0,339.0,799.0,504.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,True,tp,0.711594,4,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
126,7,car,0.28369140625,488.0,339.0,799.0,504.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
126,8,tvmonitor,0.1131591796875,688.0,385.0,801.0,494.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
126,9,tvmonitor,0.11199951171875,730.0,351.0,802.0,487.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
126,10,chair,0.10174560546875,262.0,355.0,327.0,494.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band,not_called,,
128,0,car,0.8662109375,12.0,531.0,215.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.506884,0,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
128,1,car,0.2281494140625,62.0,524.0,124.0,568.0,valid,medium,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.09227,0,False,keep,keep,True,uncertain_score_band|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
128,2,person,0.1175537109375,89.0,517.0,124.0,565.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
128,3,car,0.115966796875,31.0,525.0,186.0,572.0,valid,medium,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.251887,0,False,drop,keep,True,uncertain_score_band,not_called,,
134,0,boat,0.66796875,360.0,233.0,524.0,474.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.219415,1,False,keep,keep,True,top_score_sanity_check,not_called,,
134,1,boat,0.2490234375,276.0,336.0,375.0,441.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.298933,1,False,keep,keep,True,uncertain_score_band|top_score_sanity_check,not_called,,
134,2,boat,0.174072265625,7.0,230.0,640.0,474.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.162003,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,3,boat,0.158203125,18.0,234.0,529.0,475.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.250191,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,4,aeroplane,0.1336669921875,18.0,234.0,529.0,475.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,5,aeroplane,0.1259765625,12.0,113.0,640.0,472.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,6,boat,0.1165771484375,10.0,287.0,385.0,512.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.189424,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,7,aeroplane,0.11614990234375,7.0,230.0,640.0,474.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,8,boat,0.1044921875,4.0,123.0,640.0,489.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.1102,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
134,9,boat,0.1007080078125,4.0,230.0,640.0,594.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.108371,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,0,bus,0.394287109375,1.0,0.0,734.0,638.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_class_exemplars,class_exemplars
135,1,horse,0.34765625,608.0,377.0,734.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
135,2,horse,0.2418212890625,512.0,378.0,734.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,3,sheep,0.2322998046875,1.0,0.0,734.0,638.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.055907,0,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,4,cow,0.191650390625,608.0,377.0,734.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.312205,3,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,5,chair,0.16455078125,608.0,377.0,734.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,6,dog,0.1446533203125,608.0,377.0,734.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
135,7,chair,0.1300048828125,512.0,378.0,734.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
135,8,cow,0.125244140625,512.0,378.0,734.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,True,tp,0.538111,3,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
136,0,bicycle,0.77685546875,120.0,195.0,640.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.381598,0,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
136,1,pottedplant,0.56787109375,443.0,315.0,625.0,451.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
136,2,bicycle,0.4716796875,446.0,313.0,640.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.086717,0,False,keep,drop,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
136,3,pottedplant,0.1566162109375,446.0,313.0,640.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
136,4,pottedplant,0.13427734375,440.0,316.0,620.0,506.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
137,0,chair,0.712890625,639.0,318.0,640.0,430.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
137,1,chair,0.43017578125,493.0,319.0,640.0,572.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.146783,1,False,keep,keep,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
137,2,pottedplant,0.2978515625,639.0,234.0,640.0,330.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
137,3,chair,0.294677734375,465.0,385.0,640.0,576.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.167976,1,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
137,4,chair,0.19189453125,639.0,318.0,640.0,428.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
137,5,diningtable,0.1744384765625,639.0,318.0,640.0,428.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
137,6,person,0.129638671875,172.0,337.0,216.0,377.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band,not_called,,
137,7,diningtable,0.12939453125,465.0,385.0,640.0,576.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
137,8,chair,0.125244140625,505.0,317.0,640.0,431.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.081665,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
137,9,car,0.11456298828125,307.0,294.0,335.0,311.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|small_box,not_called,,
137,10,chair,0.1143798828125,539.0,318.0,640.0,570.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.064088,1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
138,0,chair,0.1331787109375,555.0,476.0,640.0,620.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|top_score_sanity_check,not_called,,
138,1,train,0.129150390625,0.0,95.0,640.0,622.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.227848,0,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
138,2,boat,0.1014404296875,0.0,95.0,640.0,622.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,0,person,0.69287109375,749.0,382.0,839.0,511.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.337625,3,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
140,1,person,0.6669921875,578.0,231.0,659.0,424.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.675695,2,False,keep,keep,True,top_score_sanity_check,not_called,,
140,2,chair,0.5361328125,356.0,410.0,508.0,625.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,3,person,0.5283203125,283.0,245.0,352.0,396.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.475805,1,False,keep,keep,True,duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,4,person,0.449462890625,61.0,361.0,137.0,570.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.372839,0,False,keep,keep,False,,not_called,,
140,5,person,0.43505859375,60.0,361.0,258.0,597.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.305988,0,False,keep,keep,False,,not_called,,
140,6,person,0.2432861328125,266.0,245.0,353.0,548.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.285493,1,False,keep,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,7,person,0.217041015625,289.0,325.0,348.0,397.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.094137,1,False,keep,drop,True,uncertain_score_band,not_called,,
140,8,person,0.153076171875,197.0,245.0,352.0,569.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.156226,1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,9,chair,0.12548828125,351.0,264.0,505.0,625.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,10,person,0.116943359375,289.0,246.0,351.0,502.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.301771,1,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,11,sofa,0.11676025390625,572.0,293.0,849.0,563.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
140,12,boat,0.10504150390625,481.0,264.0,849.0,569.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
142,0,person,0.1993408203125,340.0,2.0,489.0,370.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,True,tp,0.628132,0,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
142,1,boat,0.16748046875,11.0,0.0,489.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.0,-1,False,drop,keep,True,uncertain_score_band|border_touching|top_score_sanity_check,not_called,,
142,2,boat,0.1229248046875,197.0,1.0,487.0,385.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
142,3,person,0.12274169921875,197.0,1.0,487.0,385.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.402694,0,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
146,0,person,0.2015380859375,414.0,267.0,640.0,738.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.346273,1,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
146,1,person,0.1602783203125,0.0,0.0,640.0,753.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.189227,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
146,2,motorbike,0.12445068359375,0.0,248.0,640.0,951.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
146,3,person,0.10723876953125,411.0,480.0,640.0,737.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.317733,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
147,0,person,0.74560546875,163.0,38.0,330.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.466736,0,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
147,1,tvmonitor,0.443603515625,401.0,447.0,560.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
147,2,person,0.312744140625,494.0,529.0,529.0,591.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.0,-1,False,keep,keep,False,,not_called,,
147,3,bird,0.2509765625,463.0,74.0,507.0,108.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band,not_called,,
147,4,person,0.1634521484375,426.0,522.0,533.0,591.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band,not_called,,
147,5,person,0.12249755859375,425.0,553.0,471.0,590.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band,not_called,,
147,6,tvmonitor,0.12213134765625,400.0,448.0,559.0,620.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
